id,ano_nascimento,escolaridade,estado_civil,salario_anual,filhos_em_casa,adolescentes_em_casa,data_cadastro,dias_desde_ultima_compra,gasto_com_eletronicos,gasto_com_brinquedos,gasto_com_moveis,gasto_com_utilidades,gasto_com_alimentos,gasto_com_vestuario,numero_de_compras_com_desconto,numero_de_compras_na_web,numero_de_compras_via_catalogo,numero_de_compras_na_loja,numero_visitas_website_mes,compra_na_campanha_1,compra_na_campanha_2,compra_na_campanha_3,compra_na_campanha_4,compra_na_campanha_5,comprou,pais,ano_cadastro,mes_cadastro,mes_nome_cadastro,dia_cadastro,dia_semana_cadastro,semana_cadastro,idade,faixa_etária,filhos,gasto_total,total_compras,comprou_em_campanha,engajamento_em_campanhas
8207,1957,Segundo Grau,Solteiro,53233.0,0,1,2021-04-03,18,28.0,0.0,9.0,3.0,0.0,0.0,1,1,0,3,4,Não,Não,Não,Não,Não,Não,Chile,2021,4,Abril,3,Sábado,13,68,60+,Sim,40.0,5,Não,0
6521,1954,Curso Superior,Casado,77972.0,0,0,2021-04-03,18,613.0,22.0,319.0,33.0,102.0,12.0,1,4,6,9,1,Não,Não,Não,Não,Não,Não,Espanha,2021,4,Abril,3,Sábado,13,71,60+,Não,1101.0,20,Não,0
535,1987,Curso Superior,Divorciado,81361.0,0,0,2021-04-02,18,163.0,23.0,424.0,27.0,65.0,76.0,1,3,10,13,1,Não,Não,Não,Não,Não,Não,Alemanha,2021,4,Abril,2,Sexta-feira,13,38,31-45,Não,778.0,27,Não,0
4608,1987,Curso Superior,Divorciado,81361.0,0,0,2021-04-02,18,163.0,23.0,424.0,27.0,65.0,76.0,1,3,10,13,1,Não,Não,Não,Não,Não,Sim,Espanha,2021,4,Abril,2,Sexta-feira,13,38,31-45,Não,778.0,27,Não,0
11086,1984,Primeiro Grau,Solteiro,25707.0,1,0,2021-04-01,18,1.0,6.0,2.0,3.0,6.0,3.0,1,1,0,3,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,1,Quinta-feira,13,41,31-45,Sim,21.0,5,Não,0
1064,1971,Doutorado,Solteiro,42403.0,1,0,2020-11-12,18,22.0,1.0,11.0,0.0,5.0,3.0,1,1,0,3,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,11,Novembro,12,Quinta-feira,46,54,46-60,Sim,42.0,5,Não,0
7000,1972,Segundo Grau,Solteiro,65704.0,0,0,2023-07-10,18,279.0,172.0,74.0,38.0,8.0,246.0,1,2,10,10,1,Não,Não,Não,Não,Não,Não,Alemanha,2023,7,Julho,10,Segunda-feira,28,53,46-60,Não,817.0,23,Não,0
1581,1980,Curso Superior,Solteiro,37406.0,1,0,2020-10-10,18,2.0,0.0,8.0,2.0,2.0,3.0,1,1,0,2,8,Não,Não,Não,Não,Não,Sim,Estados Unidos,2020,10,Outubro,10,Sábado,41,45,31-45,Sim,17.0,4,Não,0
7384,1951,Mestrado,Casado,39767.0,0,0,2023-01-07,18,113.0,61.0,204.0,34.0,26.0,47.0,2,7,1,7,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,7,Sábado,1,74,60+,Não,485.0,17,Não,0
10552,1979,Segundo Grau,Solteiro,54210.0,0,1,2022-05-05,18,70.0,54.0,109.0,80.0,9.0,45.0,2,4,1,7,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,5,Maio,5,Quinta-feira,18,46,46-60,Sim,367.0,14,Não,0
6409,1967,Curso Superior,Divorciado,57136.0,0,0,2022-05-05,18,267.0,140.0,599.0,34.0,12.0,127.0,1,7,5,7,6,Não,Não,Não,Não,Não,Sim,Espanha,2022,5,Maio,5,Quinta-feira,18,58,46-60,Não,1179.0,20,Não,0
9507,1975,Curso Superior,Solteiro,40794.0,0,1,2020-07-04,18,261.0,23.0,73.0,4.0,23.0,50.0,2,6,3,5,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,7,Julho,4,Sábado,27,50,46-60,Sim,434.0,16,Não,0
9560,1965,Curso Superior,Casado,83003.0,0,0,2020-03-03,18,856.0,61.0,570.0,40.0,25.0,122.0,1,7,6,8,3,Não,Não,Sim,Não,Não,Sim,Estados Unidos,2020,3,Março,3,Terça-feira,10,60,46-60,Não,1674.0,22,Sim,2
10991,1960,Mestrado,Solteiro,89058.0,0,0,2019-07-12,18,454.0,194.0,106.0,31.0,22.0,43.0,1,5,4,4,2,Não,Não,Não,Não,Não,Não,Chile,2019,7,Julho,12,Sexta-feira,28,65,60+,Não,850.0,14,Não,0
4712,1991,Segundo Grau,Casado,20193.0,0,0,2022-03-11,18,8.0,8.0,22.0,24.0,11.0,9.0,1,1,1,4,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,3,Março,11,Sexta-feira,10,34,31-45,Não,82.0,7,Não,0
11056,1974,Curso Superior,Solteiro,72099.0,0,0,2022-08-10,18,546.0,91.0,410.0,119.0,0.0,22.0,1,3,4,10,1,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,8,Agosto,10,Quarta-feira,32,51,46-60,Não,1188.0,18,Não,0
7414,1971,Curso Superior,Solteiro,43824.0,1,1,2022-03-09,18,96.0,1.0,42.0,12.0,3.0,32.0,4,3,1,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,3,Março,9,Quarta-feira,10,54,46-60,Sim,186.0,12,Não,0
3076,1975,Curso Superior,Casado,66653.0,1,1,2019-07-09,18,452.0,18.0,102.0,16.0,18.0,6.0,4,4,2,12,3,Não,Não,Não,Não,Não,Não,Brasil,2019,7,Julho,9,Terça-feira,28,50,46-60,Sim,612.0,22,Não,0
6355,1978,Curso Superior,Solteiro,44359.0,1,1,2021-02-06,19,20.0,0.0,14.0,7.0,3.0,1.0,3,2,0,4,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,2,Fevereiro,6,Sábado,5,47,46-60,Sim,45.0,9,Não,0
7959,1961,Curso Superior,Solteiro,79410.0,0,0,2021-07-05,19,658.0,80.0,483.0,123.0,13.0,13.0,1,3,2,5,1,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,7,Julho,5,Segunda-feira,27,64,60+,Não,1370.0,11,Não,0
5512,1977,Mestrado,Solteiro,55842.0,0,1,2021-04-05,19,451.0,0.0,39.0,0.0,4.0,24.0,1,7,1,8,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,5,Segunda-feira,14,48,46-60,Sim,518.0,17,Não,0
10102,1966,Curso Superior,Divorciado,79946.0,0,0,2018-12-05,19,395.0,183.0,565.0,166.0,141.0,28.0,1,5,11,5,3,Não,Não,Não,Não,Não,Não,Espanha,2018,12,Dezembro,5,Quarta-feira,49,59,46-60,Não,1478.0,22,Não,0
9369,1979,Segundo Grau,Solteiro,88194.0,0,1,2021-04-03,19,688.0,14.0,309.0,201.0,24.0,38.0,1,11,10,10,5,Sim,Não,Não,Sim,Não,Sim,Alemanha,2021,4,Abril,3,Sábado,13,46,46-60,Sim,1274.0,32,Sim,3
3711,1944,Mestrado,Solteiro,80184.0,0,0,2018-01-03,19,1035.0,134.0,670.0,25.0,38.0,0.0,1,6,3,10,3,Não,Não,Sim,Sim,Não,Não,Estados Unidos,2018,1,Janeiro,3,Quarta-feira,1,81,60+,Não,1902.0,20,Sim,3
6931,1967,Curso Superior,Divorciado,76982.0,0,0,2021-03-02,19,464.0,151.0,292.0,65.0,60.0,30.0,1,8,3,4,4,Não,Não,Sim,Não,Não,Sim,Estados Unidos,2021,3,Março,2,Terça-feira,9,58,46-60,Não,1062.0,16,Sim,2
9596,1980,Doutorado,Solteiro,65295.0,0,0,2023-04-12,19,365.0,32.0,117.0,34.0,110.0,6.0,1,3,3,13,2,Não,Não,Não,Não,Não,Não,Portugal,2023,4,Abril,12,Quarta-feira,15,45,31-45,Não,664.0,20,Não,0
2727,1973,Curso Superior,Casado,57100.0,0,0,2020-04-12,19,181.0,21.0,69.0,39.0,3.0,96.0,1,3,3,6,3,Não,Não,Não,Não,Não,Não,Espanha,2020,4,Abril,12,Domingo,15,52,46-60,Não,409.0,13,Não,0
8416,1981,Curso Superior,Solteiro,29009.0,1,0,2023-07-11,19,6.0,6.0,15.0,10.0,5.0,2.0,2,2,0,3,6,Não,Não,Não,Não,Não,Não,Portugal,2023,7,Julho,11,Terça-feira,28,44,31-45,Sim,44.0,7,Não,0
3967,1971,Doutorado,Solteiro,78931.0,0,0,2023-04-10,19,331.0,197.0,170.0,58.0,152.0,35.0,1,2,8,13,1,Não,Não,Não,Não,Não,Não,Chile,2023,4,Abril,10,Segunda-feira,15,54,46-60,Não,943.0,24,Não,0
2139,1975,Mestrado,Solteiro,7500.0,1,0,2020-02-10,19,3.0,1.0,10.0,3.0,2.0,12.0,3,2,0,3,5,Não,Não,Não,Não,Não,Não,Brasil,2020,2,Fevereiro,10,Segunda-feira,7,50,46-60,Sim,31.0,8,Não,0
2162,1976,Curso Superior,Solteiro,56939.0,0,1,2022-05-09,19,256.0,34.0,103.0,90.0,29.0,49.0,2,3,3,10,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,5,Maio,9,Segunda-feira,19,49,46-60,Sim,561.0,18,Não,0
9242,1990,Curso Superior,Solteiro,64509.0,0,0,2023-02-08,19,836.0,185.0,575.0,24.0,25.0,77.0,1,6,3,9,4,Sim,Não,Não,Não,Não,Sim,Espanha,2023,2,Fevereiro,8,Quarta-feira,6,35,31-45,Não,1722.0,19,Sim,2
10595,1990,Curso Superior,Solteiro,30093.0,0,0,2020-08-07,19,2.0,6.0,28.0,13.0,4.0,16.0,1,2,0,3,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,8,Agosto,7,Sexta-feira,32,35,31-45,Não,69.0,6,Não,0
4855,1974,Doutorado,Casado,30351.0,1,0,2020-06-06,19,14.0,0.0,24.0,3.0,3.0,2.0,1,3,0,2,9,Não,Não,Não,Não,Não,Sim,Portugal,2020,6,Junho,6,Sábado,23,51,46-60,Sim,46.0,6,Não,0
5049,1974,Doutorado,Casado,30351.0,1,0,2020-06-06,19,14.0,0.0,24.0,3.0,3.0,2.0,1,3,0,2,9,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,6,Junho,6,Sábado,23,51,46-60,Sim,46.0,6,Não,0
4967,1960,Doutorado,Casado,38201.0,0,1,2023-07-03,19,233.0,0.0,23.0,0.0,0.0,12.0,4,5,1,5,8,Não,Não,Não,Não,Não,Não,Espanha,2023,7,Julho,3,Segunda-feira,27,65,60+,Sim,268.0,15,Não,0
9215,1980,Doutorado,Solteiro,43974.0,1,0,2019-04-12,19,378.0,0.0,101.0,0.0,0.0,72.0,5,6,4,6,7,Não,Não,Não,Não,Não,Não,Chile,2019,4,Abril,12,Sexta-feira,15,45,31-45,Sim,551.0,21,Não,0
3525,1970,Curso Superior,Casado,38200.0,1,1,2019-07-12,19,12.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,7,Julho,12,Sexta-feira,28,55,46-60,Sim,17.0,4,Não,0
3619,1960,Segundo Grau,Divorciado,87305.0,0,0,2022-04-09,19,345.0,25.0,501.0,63.0,138.0,80.0,1,5,3,8,2,Não,Não,Sim,Não,Não,Sim,Brasil,2022,4,Abril,9,Sábado,14,65,60+,Não,1152.0,17,Sim,2
4415,1961,Curso Superior,Solteiro,16860.0,1,1,2019-12-09,19,10.0,4.0,4.0,3.0,3.0,14.0,3,1,1,3,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,12,Dezembro,9,Segunda-feira,50,64,60+,Sim,38.0,8,Não,0
3645,1972,Doutorado,Solteiro,27213.0,1,0,2022-02-08,19,19.0,3.0,26.0,10.0,9.0,3.0,3,2,0,4,8,Não,Não,Não,Não,Não,Sim,Estados Unidos,2022,2,Fevereiro,8,Terça-feira,6,53,46-60,Sim,70.0,9,Não,0
4692,1976,Curso Superior,Solteiro,7500.0,1,0,2019-01-08,19,7.0,0.0,12.0,13.0,7.0,32.0,5,4,1,2,9,Sim,Não,Não,Não,Não,Sim,Brasil,2019,1,Janeiro,8,Terça-feira,2,49,46-60,Sim,71.0,12,Sim,2
3955,1965,Curso Superior,Divorciado,4861.0,0,0,2021-04-06,20,2.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,14,Não,Não,Não,Não,Não,Não,Espanha,2021,4,Abril,6,Terça-feira,14,60,46-60,Não,6.0,0,Não,0
5313,1971,Mestrado,Solteiro,38196.0,1,1,2021-04-04,20,30.0,0.0,11.0,0.0,0.0,3.0,3,2,0,4,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,4,Domingo,13,54,46-60,Sim,44.0,9,Não,0
7196,1950,Doutorado,Solteiro,41145.0,1,1,2018-08-02,20,9.0,0.0,3.0,0.0,0.0,1.0,1,0,0,3,3,Não,Não,Não,Não,Não,Não,Chile,2018,8,Agosto,2,Quinta-feira,31,75,60+,Sim,13.0,4,Não,0
1381,1982,Doutorado,Solteiro,38513.0,1,0,2021-03-01,20,172.0,3.0,115.0,16.0,0.0,18.0,5,6,1,5,8,Não,Não,Não,Não,Não,Sim,Estados Unidos,2021,3,Março,1,Segunda-feira,9,43,31-45,Sim,324.0,17,Não,0
10951,1968,Curso Superior,Solteiro,45688.0,0,1,2021-04-01,20,279.0,0.0,18.0,0.0,0.0,9.0,2,3,1,8,4,Não,Sim,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,1,Quinta-feira,13,57,46-60,Sim,306.0,14,Sim,2
4322,1958,Doutorado,Casado,77863.0,0,0,2023-03-11,20,881.0,38.0,319.0,16.0,25.0,12.0,1,4,5,10,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,3,Março,11,Sábado,10,67,60+,Não,1291.0,20,Não,0
7444,1969,Mestrado,Solteiro,42169.0,1,1,2023-01-10,20,19.0,0.0,9.0,0.0,0.0,2.0,2,1,0,3,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,10,Terça-feira,2,56,46-60,Sim,30.0,6,Não,0
2942,1964,Curso Superior,Solteiro,45906.0,0,1,2020-07-05,20,305.0,3.0,27.0,4.0,3.0,144.0,2,5,4,4,5,Sim,Não,Não,Não,Não,Não,Estados Unidos,2020,7,Julho,5,Domingo,27,61,60+,Sim,486.0,15,Sim,2
2874,1988,Segundo Grau,Divorciado,35388.0,1,0,2020-07-03,20,6.0,4.0,7.0,4.0,3.0,8.0,1,1,0,3,7,Não,Não,Não,Não,Não,Não,Espanha,2020,7,Julho,3,Sexta-feira,27,37,31-45,Sim,32.0,5,Não,0
3667,1969,Curso Superior,Solteiro,80952.0,0,0,2023-01-02,20,778.0,178.0,689.0,41.0,27.0,44.0,1,8,5,11,8,Não,Sim,Sim,Sim,Não,Sim,Alemanha,2023,1,Janeiro,2,Segunda-feira,1,56,46-60,Não,1757.0,25,Sim,4
3697,1954,Curso Superior,Casado,39898.0,0,1,2020-11-02,20,69.0,8.0,26.0,12.0,7.0,12.0,2,3,0,4,7,Não,Não,Não,Não,Não,Não,Chile,2020,11,Novembro,2,Segunda-feira,45,71,60+,Sim,134.0,9,Não,0
9955,1954,Curso Superior,Casado,39898.0,0,1,2020-11-02,20,69.0,8.0,26.0,12.0,7.0,12.0,2,3,0,4,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,11,Novembro,2,Segunda-feira,45,71,60+,Sim,134.0,9,Não,0
5320,1973,Mestrado,Divorciado,44051.0,1,1,2023-07-01,20,79.0,7.0,58.0,6.0,3.0,18.0,4,3,1,4,6,Não,Não,Não,Não,Não,Sim,Espanha,2023,7,Julho,1,Sábado,26,52,46-60,Sim,171.0,12,Não,0
6422,1954,Curso Superior,Solteiro,86718.0,0,0,2023-02-01,20,344.0,189.0,482.0,50.0,33.0,172.0,1,5,6,5,2,Não,Não,Não,Não,Não,Não,Argentina,2023,2,Fevereiro,1,Quarta-feira,5,71,60+,Não,1270.0,17,Não,0
3690,1986,Mestrado,Solteiro,80141.0,0,0,2020-11-01,20,1184.0,102.0,673.0,52.0,40.0,40.0,1,7,4,10,6,Não,Não,Sim,Não,Não,Sim,Estados Unidos,2020,11,Novembro,1,Domingo,44,39,31-45,Não,2091.0,22,Sim,2
2408,1976,Curso Superior,Solteiro,58597.0,1,1,2022-04-11,20,490.0,0.0,184.0,10.0,28.0,21.0,12,7,4,9,7,Não,Não,Não,Não,Não,Não,Argentina,2022,4,Abril,11,Segunda-feira,15,49,46-60,Sim,733.0,32,Não,0
9260,1945,Doutorado,Solteiro,70356.0,0,0,2019-05-11,20,1349.0,16.0,249.0,43.0,16.0,33.0,2,10,6,9,6,Não,Não,Não,Não,Não,Não,Chile,2019,5,Maio,11,Sábado,19,80,60+,Não,1706.0,27,Não,0
9648,1967,Curso Superior,Solteiro,46904.0,1,1,2019-03-11,20,153.0,4.0,56.0,0.0,9.0,31.0,4,5,1,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,3,Março,11,Segunda-feira,11,58,46-60,Sim,253.0,14,Não,0
4939,1946,Curso Superior,Casado,37760.0,0,0,2022-08-08,20,84.0,5.0,38.0,150.0,12.0,28.0,2,4,1,6,7,Não,Não,Não,Não,Não,Não,Portugal,2022,8,Agosto,8,Segunda-feira,32,79,60+,Não,317.0,13,Não,0
8652,1946,Curso Superior,Casado,37760.0,0,0,2022-08-08,20,84.0,5.0,38.0,150.0,12.0,28.0,2,4,1,6,7,Não,Não,Não,Não,Não,Não,Espanha,2022,8,Agosto,8,Segunda-feira,32,79,60+,Não,317.0,13,Não,0
4702,1964,Curso Superior,Solteiro,61839.0,0,0,2019-11-08,20,1000.0,155.0,379.0,224.0,17.0,120.0,1,4,8,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,11,Novembro,8,Sexta-feira,45,61,60+,Não,1895.0,17,Não,0
2587,1972,Doutorado,Solteiro,29791.0,1,0,2021-03-05,21,14.0,0.0,6.0,0.0,0.0,0.0,2,2,0,3,5,Não,Não,Não,Não,Não,Não,Brasil,2021,3,Março,5,Sexta-feira,9,53,46-60,Sim,20.0,7,Não,0
2811,1963,Doutorado,Solteiro,48918.0,1,1,2018-11-04,21,52.0,0.0,9.0,0.0,0.0,1.0,2,1,0,4,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,11,Novembro,4,Domingo,44,62,60+,Sim,62.0,7,Não,0
9150,1963,Doutorado,Solteiro,48918.0,1,1,2018-11-04,21,52.0,0.0,9.0,0.0,0.0,1.0,2,1,0,4,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,11,Novembro,4,Domingo,44,62,60+,Sim,62.0,7,Não,0
10127,1965,Curso Superior,Solteiro,58692.0,0,1,2018-06-04,21,301.0,11.0,61.0,4.0,7.0,11.0,1,8,2,4,7,Não,Não,Não,Não,Não,Não,Chile,2018,6,Junho,4,Segunda-feira,23,60,46-60,Sim,395.0,15,Não,0
5493,1976,Curso Superior,Solteiro,39356.0,1,1,2021-04-03,21,15.0,0.0,2.0,0.0,0.0,6.0,1,1,0,2,6,Sim,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,3,Sábado,13,49,46-60,Sim,23.0,4,Sim,2
2666,1972,Mestrado,Solteiro,76234.0,0,1,2018-06-02,21,519.0,50.0,167.0,130.0,0.0,41.0,1,8,3,11,3,Não,Sim,Não,Não,Não,Não,Chile,2018,6,Junho,2,Sábado,22,53,46-60,Sim,907.0,23,Sim,2
10099,1984,Curso Superior,Solteiro,55434.0,1,0,2020-05-10,21,238.0,115.0,215.0,169.0,69.0,76.0,3,5,3,13,4,Não,Não,Não,Não,Não,Não,Espanha,2020,5,Maio,10,Domingo,19,41,31-45,Sim,882.0,24,Não,0
10562,1946,Mestrado,Solteiro,66835.0,0,0,2023-01-09,21,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,Não,Não,Não,Não,Não,Não,Argentina,2023,1,Janeiro,9,Segunda-feira,2,79,60+,Não,1033.0,24,Não,0
7881,1946,Mestrado,Solteiro,66835.0,0,0,2023-01-09,21,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,9,Segunda-feira,2,79,60+,Não,1033.0,24,Não,0
6721,1951,Curso Superior,Solteiro,71965.0,0,1,2023-07-07,21,572.0,19.0,286.0,50.0,38.0,248.0,3,6,3,5,3,Não,Não,Não,Não,Não,Não,Chile,2023,7,Julho,7,Sexta-feira,27,74,60+,Sim,1213.0,17,Não,0
5204,1971,Curso Superior,Casado,74538.0,0,0,2023-07-06,21,380.0,98.0,733.0,110.0,112.0,28.0,1,8,8,5,3,Não,Não,Sim,Não,Não,Sim,Estados Unidos,2023,7,Julho,6,Quinta-feira,27,54,46-60,Não,1461.0,22,Sim,2
5209,1954,Curso Superior,Divorciado,50002.0,0,1,2023-02-06,21,443.0,5.0,71.0,21.0,16.0,82.0,2,8,2,7,7,Não,Não,Não,Não,Não,Não,Espanha,2023,2,Fevereiro,6,Segunda-feira,6,71,60+,Sim,638.0,19,Não,0
10128,1958,Curso Superior,Casado,53977.0,0,1,2020-08-06,21,620.0,16.0,165.0,0.0,24.0,82.0,5,5,5,12,5,Não,Não,Não,Não,Não,Não,Chile,2020,8,Agosto,6,Quinta-feira,32,67,60+,Sim,907.0,27,Não,0
9284,1958,Curso Superior,Casado,53977.0,0,1,2020-08-06,21,620.0,16.0,165.0,0.0,24.0,82.0,5,5,5,12,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,8,Agosto,6,Quinta-feira,32,67,60+,Sim,907.0,27,Não,0
8643,1971,Curso Superior,Casado,69930.0,0,0,2023-03-05,21,252.0,98.0,827.0,219.0,70.0,196.0,1,4,5,12,3,Não,Não,Não,Não,Não,Não,Argentina,2023,3,Março,5,Domingo,9,54,46-60,Não,1662.0,22,Não,0
1685,1967,Doutorado,Casado,62981.0,0,0,2023-02-03,21,796.0,14.0,590.0,38.0,44.0,0.0,1,4,5,13,3,Não,Sim,Não,Não,Não,Não,Chile,2023,2,Fevereiro,3,Sexta-feira,5,58,46-60,Não,1482.0,23,Sim,2
2877,1974,Mestrado,Casado,46014.0,1,1,2023-01-01,21,410.0,0.0,59.0,19.0,9.0,44.0,10,7,1,8,7,Não,Não,Não,Não,Não,Não,Espanha,2023,1,Janeiro,1,Domingo,52,51,46-60,Sim,541.0,26,Não,0
8369,1987,Curso Superior,Casado,18227.0,1,0,2019-08-11,21,1.0,2.0,7.0,4.0,3.0,11.0,1,0,1,2,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,8,Agosto,11,Domingo,32,38,31-45,Sim,28.0,4,Não,0
6233,1976,Curso Superior,Solteiro,65991.0,0,1,2019-07-09,21,507.0,19.0,364.0,25.0,47.0,9.0,3,9,5,10,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,7,Julho,9,Terça-feira,28,49,46-60,Sim,971.0,27,Não,0
195,1972,Curso Superior,Solteiro,38808.0,1,0,2022-03-08,21,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,Sim,Não,Não,Não,Não,Sim,Estados Unidos,2022,3,Março,8,Terça-feira,10,53,46-60,Sim,246.0,14,Sim,2
1501,1982,Doutorado,Solteiro,160803.0,0,0,2019-04-08,21,55.0,16.0,1622.0,17.0,3.0,4.0,15,0,28,1,0,Não,Não,Não,Não,Não,Não,Portugal,2019,4,Abril,8,Segunda-feira,15,43,31-45,Não,1717.0,44,Não,0
10846,1978,Mestrado,Solteiro,43783.0,1,0,2021-07-05,22,327.0,9.0,125.0,25.0,4.0,139.0,6,7,1,8,7,Sim,Não,Não,Não,Não,Não,Chile,2021,7,Julho,5,Segunda-feira,27,47,46-60,Sim,629.0,22,Sim,2
8341,1969,Doutorado,Solteiro,30396.0,1,0,2021-02-04,22,15.0,0.0,6.0,0.0,1.0,12.0,2,1,1,2,7,Sim,Não,Não,Não,Não,Sim,Estados Unidos,2021,2,Fevereiro,4,Quinta-feira,5,56,46-60,Sim,34.0,6,Sim,2
10766,1964,Doutorado,Solteiro,65526.0,0,1,2018-11-04,22,397.0,19.0,69.0,12.0,0.0,9.0,1,4,4,8,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,11,Novembro,4,Domingo,44,61,60+,Sim,506.0,17,Não,0
9971,1964,Doutorado,Solteiro,65526.0,0,1,2018-11-04,22,397.0,19.0,69.0,12.0,0.0,9.0,1,4,4,8,2,Não,Não,Não,Não,Não,Não,Espanha,2018,11,Novembro,4,Domingo,44,61,60+,Sim,506.0,17,Não,0
1740,1944,Curso Superior,Solteiro,55956.0,0,0,2018-07-04,22,760.0,38.0,104.0,50.0,9.0,38.0,2,7,3,4,4,Não,Sim,Não,Não,Não,Não,Estados Unidos,2018,7,Julho,4,Quarta-feira,27,81,60+,Não,999.0,16,Sim,2
8737,1978,Curso Superior,Divorciado,55563.0,0,1,2018-05-04,22,29.0,1.0,9.0,2.0,0.0,2.0,1,2,0,3,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,5,Maio,4,Sexta-feira,18,47,46-60,Sim,43.0,6,Não,0
6466,1965,Doutorado,Solteiro,57236.0,1,1,2018-11-03,22,105.0,0.0,9.0,2.0,1.0,4.0,3,2,1,4,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,11,Novembro,3,Sábado,44,60,46-60,Sim,121.0,10,Não,0
10430,1973,Curso Superior,Divorciado,89694.0,1,1,2020-09-10,22,1126.0,28.0,211.0,37.0,28.0,42.0,3,4,3,4,5,Não,Sim,Sim,Sim,Não,Não,Brasil,2020,9,Setembro,10,Quinta-feira,37,52,46-60,Sim,1472.0,14,Sim,4
8773,1971,Mestrado,Casado,57420.0,0,1,2023-04-06,22,280.0,0.0,18.0,0.0,0.0,24.0,3,5,1,6,7,Não,Sim,Não,Não,Não,Não,Portugal,2023,4,Abril,6,Quinta-feira,14,54,46-60,Sim,322.0,15,Sim,2
2371,1972,Curso Superior,Solteiro,33622.0,1,1,2023-07-04,22,39.0,1.0,22.0,3.0,4.0,12.0,3,2,0,4,7,Não,Não,Não,Não,Não,Não,Alemanha,2023,7,Julho,4,Terça-feira,27,53,46-60,Sim,81.0,9,Não,0
7786,1986,Doutorado,Solteiro,29999.0,1,0,2023-07-02,22,68.0,7.0,59.0,10.0,5.0,11.0,4,3,1,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,7,Julho,2,Domingo,26,39,31-45,Sim,160.0,12,Não,0
4088,1962,Doutorado,Casado,31497.0,0,1,2019-06-12,22,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,6,Junho,12,Quarta-feira,24,63,60+,Sim,155.0,10,Não,0
4971,1962,Doutorado,Casado,31497.0,0,1,2019-06-12,22,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,Não,Não,Não,Não,Não,Não,Espanha,2019,6,Junho,12,Quarta-feira,24,63,60+,Sim,155.0,10,Não,0
10560,1980,Doutorado,Solteiro,36802.0,1,0,2021-03-06,23,16.0,1.0,2.0,0.0,0.0,1.0,1,1,0,3,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,3,Março,6,Sábado,9,45,31-45,Sim,20.0,5,Não,0
6892,1968,Curso Superior,Divorciado,61671.0,0,1,2018-03-06,23,641.0,7.0,56.0,0.0,0.0,28.0,8,10,4,6,8,Não,Sim,Não,Sim,Não,Não,Estados Unidos,2018,3,Março,6,Terça-feira,10,57,46-60,Sim,732.0,28,Sim,3
1818,1971,Doutorado,Casado,29732.0,1,0,2021-04-03,23,25.0,0.0,8.0,0.0,1.0,4.0,1,2,0,2,9,Não,Não,Não,Não,Não,Não,Chile,2021,4,Abril,3,Sábado,13,54,46-60,Sim,38.0,5,Não,0
